,name,rating,review_date,reviewer,neighborhood,cuisine,review_link_1,review_link_2
192,Russ & Daughters Cafe,2 star,"July 29, 2014",Pete Wells,Lower East Side,Eastern European,https://www.nytimes.com/2014/07/30/dining/restaurant-review-russ-daughters-cafe.html,https://www.nytimes.com/2014/07/30/dining/restaurant-review-russ-daughters-cafe.html?rref=collection%2Fcollection%2Frestaurant-guide
193,Racines NY ,2 star,"July 22, 2014",Pete Wells,TriBeCa,French,https://www.nytimes.com/2014/07/23/dining/restaurant-review-racines-ny-in-tribeca.html,https://www.nytimes.com/2014/07/23/dining/restaurant-review-racines-ny-in-tribeca.html?rref=collection%2Fcollection%2Frestaurant-guide
194,Grindhaus,2 star,"July 15, 2014",Pete Wells,Red Hook,American,https://www.nytimes.com/2014/07/16/dining/restaurant-review-grindhaus-in-red-hook-brooklyn.html,https://www.nytimes.com/2014/07/16/dining/restaurant-review-grindhaus-in-red-hook-brooklyn.html?rref=collection%2Fcollection%2Frestaurant-guide
195,Tavern on the Green,0.75 star,"June 24, 2014",Pete Wells,Upper West Side,"American, Mediterranean",https://www.nytimes.com/2014/06/25/dining/restaurant-review-tavern-on-the-green.html,https://www.nytimes.com/2014/06/25/dining/restaurant-review-tavern-on-the-green.html?rref=collection%2Fcollection%2Frestaurant-guide
196,Gato,2 star,"June 10, 2014",Pete Wells,NoHo,Mediterranean,https://www.nytimes.com/2014/06/11/dining/restaurant-review-gato-from-bobby-flay.html,https://www.nytimes.com/2014/06/11/dining/restaurant-review-gato-from-bobby-flay.html?rref=collection%2Fcollection%2Frestaurant-guide
197,The Simone,3 star,"June 3, 2014",Pete Wells,Upper East Side,"American, French",https://www.nytimes.com/2014/06/04/dining/restaurant-review-the-simone-on-the-upper-east-side.html,https://www.nytimes.com/2014/06/04/dining/restaurant-review-the-simone-on-the-upper-east-side.html?rref=collection%2Fcollection%2Frestaurant-guide
198,Narcissa ,2 star,"May 27, 2014",Pete Wells,East Village,American,https://www.nytimes.com/2014/05/28/dining/restaurant-review-narcissa-in-the-standard-east-village.html,https://www.nytimes.com/2014/05/28/dining/restaurant-review-narcissa-in-the-standard-east-village.html?rref=collection%2Fcollection%2Frestaurant-guide
199,River Cafe,2 star,"May 20, 2014",Pete Wells,Fulton Ferry,New American,https://www.nytimes.com/2014/05/21/dining/restaurant-review-the-river-cafe-at-fulton-ferry.html,https://www.nytimes.com/2014/05/21/dining/restaurant-review-the-river-cafe-at-fulton-ferry.html?rref=collection%2Fcollection%2Frestaurant-guide
200,El Quinto Pino,2 star,"May 13, 2014",Pete Wells,Chelsea,Spanish,https://www.nytimes.com/2014/05/14/dining/restaurant-review-el-quinto-pino-in-chelsea.html,https://www.nytimes.com/2014/05/14/dining/restaurant-review-el-quinto-pino-in-chelsea.html?rref=collection%2Fcollection%2Frestaurant-guide
201,Cagen,2 star,"April 29, 2014",Pete Wells,East Village,Japanese,https://www.nytimes.com/2014/04/30/dining/restaurant-review-cagen-in-the-east-village-and-ristorante-morini-on-the-upper-east-side.html,https://www.nytimes.com/2014/04/30/dining/restaurant-review-cagen-in-the-east-village-and-ristorante-morini-on-the-upper-east-side.html?rref=collection%2Fcollection%2Frestaurant-guide
202,Ristorante Morini,2 star,"April 29, 2014",Pete Wells,Upper East Side,Italian,https://www.nytimes.com/2014/04/30/dining/restaurant-review-cagen-in-the-east-village-and-ristorante-morini-on-the-upper-east-side.html,https://www.nytimes.com/2014/04/30/dining/restaurant-review-cagen-in-the-east-village-and-ristorante-morini-on-the-upper-east-side.html?rref=collection%2Fcollection%2Frestaurant-guide
203,Telepan Local,1 star,"April 22, 2014",Pete Wells,TriBeCa,American,https://www.nytimes.com/2014/04/23/dining/restaurant-review-telepan-local-in-tribeca.html,https://www.nytimes.com/2014/04/23/dining/restaurant-review-telepan-local-in-tribeca.html?rref=collection%2Fcollection%2Frestaurant-guide
204,Jean-Georges,4 star,"April 8, 2014",Pete Wells,Upper West Side,French,https://www.nytimes.com/2014/04/09/dining/restaurant-review-jean-georges-on-the-upper-west-side.html,https://www.nytimes.com/2014/04/09/dining/restaurant-review-jean-georges-on-the-upper-west-side.html?rref=collection%2Fcollection%2Frestaurant-guide
205,The Shakespeare,1 star,"April 1, 2014",Pete Wells,NaN,English,https://www.nytimes.com/2014/04/02/dining/restaurant-review-the-peacock-and-the-shakespeare-in-midtown.html,https://www.nytimes.com/2014/04/02/dining/restaurant-review-the-peacock-and-the-shakespeare-in-midtown.html?rref=collection%2Fcollection%2Frestaurant-guide
206,The Peacock,1 star,"April 1, 2014",Pete Wells,Midtown South,English,https://www.nytimes.com/2014/04/02/dining/restaurant-review-the-peacock-and-the-shakespeare-in-midtown.html,https://www.nytimes.com/2014/04/02/dining/restaurant-review-the-peacock-and-the-shakespeare-in-midtown.html?rref=collection%2Fcollection%2Frestaurant-guide
207,Rôtisserie Georgette,2 star,"March 18, 2014",Pete Wells,Upper East Side,French,https://www.nytimes.com/2014/03/19/dining/restaurant-review-rotisserie-georgette-on-the-upper-east-side.html,https://www.nytimes.com/2014/03/19/dining/restaurant-review-rotisserie-georgette-on-the-upper-east-side.html?rref=collection%2Fcollection%2Frestaurant-guide
208,Contra,2 star,"March 11, 2014",Pete Wells,Lower East Side,American,https://www.nytimes.com/2014/03/12/dining/restaurant-review-contra-on-the-lower-east-side.html,https://www.nytimes.com/2014/03/12/dining/restaurant-review-contra-on-the-lower-east-side.html?rref=collection%2Fcollection%2Frestaurant-guide
209,Gotham West Market,2 star,"Feb. 11, 2014",Pete Wells,Clinton,"American, Coffee Shops, Diners, Japanese, Sandwiches, Spanish, Tapas",https://www.nytimes.com/2014/02/12/dining/restaurant-review-gotham-west-market-in-hells-kitchen.html,https://www.nytimes.com/2014/02/12/dining/restaurant-review-gotham-west-market-in-hells-kitchen.html?rref=collection%2Fcollection%2Frestaurant-guide
210,M. Wells Steakhouse,1 star,"Jan. 28, 2014",Pete Wells,Long Island City,"American, French",https://www.nytimes.com/2014/01/29/dining/restaurant-review-m-wells-steakhouse-in-long-island-city-queens.html,https://www.nytimes.com/2014/01/29/dining/restaurant-review-m-wells-steakhouse-in-long-island-city-queens.html?rref=collection%2Fcollection%2Frestaurant-guide
211,Han Dynasty,0.75 star,"Jan. 21, 2014",Pete Wells,East Village,Chinese,https://www.nytimes.com/2014/01/22/dining/restaurant-review-han-dynasty-in-the-east-village-and-hirohisa-in-soho.html,https://www.nytimes.com/2014/01/22/dining/restaurant-review-han-dynasty-in-the-east-village-and-hirohisa-in-soho.html?rref=collection%2Fcollection%2Frestaurant-guide
212,Hirohisa,1 star,"Jan. 21, 2014",Pete Wells,SoHo,Japanese,https://www.nytimes.com/2014/01/22/dining/restaurant-review-han-dynasty-in-the-east-village-and-hirohisa-in-soho.html,https://www.nytimes.com/2014/01/22/dining/restaurant-review-han-dynasty-in-the-east-village-and-hirohisa-in-soho.html?rref=collection%2Fcollection%2Frestaurant-guide
213,The Bistro at Villard Michel Richard,0.5 star,"Jan. 14, 2014",Pete Wells,Midtown East,"American, French",https://www.nytimes.com/2014/01/15/dining/restaurant-review-the-bistro-at-villard-michel-richard-in-midtown.html,https://www.nytimes.com/2014/01/15/dining/restaurant-review-the-bistro-at-villard-michel-richard-in-midtown.html?rref=collection%2Fcollection%2Frestaurant-guide
214,Toro,2 star,"Dec. 31, 2013",Pete Wells,Chelsea,Spanish,https://www.nytimes.com/2014/01/01/dining/reviews/restaurant-review-toro.html,https://www.nytimes.com/2014/01/01/dining/reviews/restaurant-review-toro.html?rref=collection%2Fcollection%2Frestaurant-guide
215,Sushi Nakazawa,4 star,"Dec. 10, 2013",Pete Wells,West Village,"Japanese, Sushi",https://www.nytimes.com/2013/12/11/dining/reviews/restaurant-review-sushi-nakazawa-in-the-west-village.html,https://www.nytimes.com/2013/12/11/dining/reviews/restaurant-review-sushi-nakazawa-in-the-west-village.html?rref=collection%2Fcollection%2Frestaurant-guide
216,Charlie Bird,1 star,"Dec. 3, 2013",Pete Wells,SoHo,Italian,https://www.nytimes.com/2013/12/04/dining/reviews/restaurant-review-charlie-bird-in-soho.html,https://www.nytimes.com/2013/12/04/dining/reviews/restaurant-review-charlie-bird-in-soho.html?rref=collection%2Fcollection%2Frestaurant-guide
217,Somtum Der,1 star,"Nov. 26, 2013",Pete Wells,East Village,Thai,https://www.nytimes.com/2013/11/27/dining/reviews/restaurant-review-somtum-der-in-the-east-village.html,https://www.nytimes.com/2013/11/27/dining/reviews/restaurant-review-somtum-der-in-the-east-village.html?rref=collection%2Fcollection%2Frestaurant-guide
218,Piora ,2 star,"Nov. 19, 2013",Pete Wells,West Village,American,https://www.nytimes.com/2013/11/20/dining/reviews/restaurant-review-piora-in-the-west-village.html,https://www.nytimes.com/2013/11/20/dining/reviews/restaurant-review-piora-in-the-west-village.html?rref=collection%2Fcollection%2Frestaurant-guide
219,Sushi Dojo,2 star,"Nov. 12, 2013",Pete Wells,East Village,"Japanese, Sushi",https://www.nytimes.com/2013/11/13/dining/reviews/restaurant-review-sushi-dojo-in-the-east-village-and-kurumazushi-in-midtown.html,https://www.nytimes.com/2013/11/13/dining/reviews/restaurant-review-sushi-dojo-in-the-east-village-and-kurumazushi-in-midtown.html?rref=collection%2Fcollection%2Frestaurant-guide
220,Kurumazushi ,1 star,"Nov. 12, 2013",Pete Wells,Midtown East,"Japanese, Sushi",https://www.nytimes.com/2013/11/13/dining/reviews/restaurant-review-sushi-dojo-in-the-east-village-and-kurumazushi-in-midtown.html,https://www.nytimes.com/2013/11/13/dining/reviews/restaurant-review-sushi-dojo-in-the-east-village-and-kurumazushi-in-midtown.html?rref=collection%2Fcollection%2Frestaurant-guide
221,Quality Italian,1 star,"Nov. 5, 2013",Pete Wells,Midtown,"Italian, Steak Houses",https://www.nytimes.com/2013/11/06/dining/reviews/restaurant-review-quality-italian-in-midtown.html,https://www.nytimes.com/2013/11/06/dining/reviews/restaurant-review-quality-italian-in-midtown.html?rref=collection%2Fcollection%2Frestaurant-guide
222,Hearth,2 star,"Oct. 29, 2013",Pete Wells,East Village,"Italian, New American",https://www.nytimes.com/2013/10/30/dining/reviews/restaurant-review-hearth-in-the-east-village.html,https://www.nytimes.com/2013/10/30/dining/reviews/restaurant-review-hearth-in-the-east-village.html?rref=collection%2Fcollection%2Frestaurant-guide
223,Khe-Yo,1 star,"Oct. 15, 2013",Pete Wells,TriBeCa,Asian,https://www.nytimes.com/2013/10/16/dining/reviews/restaurant-review-khe-yo-in-tribeca-and-whiskey-soda-lounge-ny-in-brooklyn.html,https://www.nytimes.com/2013/10/16/dining/reviews/restaurant-review-khe-yo-in-tribeca-and-whiskey-soda-lounge-ny-in-brooklyn.html?rref=collection%2Fcollection%2Frestaurant-guide
224,Whiskey Soda Lounge NY,1 star,"Oct. 15, 2013",Pete Wells,Lower East Side,Thai,https://www.nytimes.com/2013/10/16/dining/reviews/restaurant-review-khe-yo-in-tribeca-and-whiskey-soda-lounge-ny-in-brooklyn.html,https://www.nytimes.com/2013/10/16/dining/reviews/restaurant-review-khe-yo-in-tribeca-and-whiskey-soda-lounge-ny-in-brooklyn.html?rref=collection%2Fcollection%2Frestaurant-guide
225,Lake Pavilion,2 star,"Sept. 24, 2013",Pete Wells,Flushing,Chinese,https://www.nytimes.com/2013/09/25/dining/reviews/restaurant-review-lake-pavilion-in-flushing-queens.html,https://www.nytimes.com/2013/09/25/dining/reviews/restaurant-review-lake-pavilion-in-flushing-queens.html?rref=collection%2Fcollection%2Frestaurant-guide
226,Estela,2 star,"Sept. 17, 2013",Pete Wells,Nolita,Mediterranean,https://www.nytimes.com/2013/09/18/dining/reviews/restaurant-review-estela-in-nolita.html,https://www.nytimes.com/2013/09/18/dining/reviews/restaurant-review-estela-in-nolita.html?rref=collection%2Fcollection%2Frestaurant-guide
227,Armani Ristorante Fifth Avenue,2 star,"Sept. 10, 2013",Pete Wells,Midtown East,Italian,https://www.nytimes.com/2013/09/11/dining/reviews/restaurant-review-armani-ristorante-fifth-avenue-in-midtown.html,https://www.nytimes.com/2013/09/11/dining/reviews/restaurant-review-armani-ristorante-fifth-avenue-in-midtown.html?rref=collection%2Fcollection%2Frestaurant-guide
228,The Pines,1 star,"Aug. 20, 2013",Pete Wells,Gowanus,American,https://www.nytimes.com/2013/08/21/dining/reviews/restaurant-review-the-pines-in-brooklyn.html,https://www.nytimes.com/2013/08/21/dining/reviews/restaurant-review-the-pines-in-brooklyn.html?rref=collection%2Fcollection%2Frestaurant-guide
229,Costata,2 star,"Aug. 13, 2013",Pete Wells,SoHo,Italian,https://www.nytimes.com/2013/08/14/dining/reviews/restaurant-review-costata-in-soho.html,https://www.nytimes.com/2013/08/14/dining/reviews/restaurant-review-costata-in-soho.html?rref=collection%2Fcollection%2Frestaurant-guide
230,MP Taverna Astoria,1 star,"Aug. 6, 2013",Pete Wells,Steinway,Greek,https://www.nytimes.com/2013/08/07/dining/reviews/restaurant-review-mp-taverna-astoria-in-queens.html,https://www.nytimes.com/2013/08/07/dining/reviews/restaurant-review-mp-taverna-astoria-in-queens.html?rref=collection%2Fcollection%2Frestaurant-guide
231,ABC Cocina,2 star,"July 30, 2013",Pete Wells,Flatiron,Latin American,https://www.nytimes.com/2013/07/31/dining/reviews/restaurant-review-abc-cocina-in-manhattan.html,https://www.nytimes.com/2013/07/31/dining/reviews/restaurant-review-abc-cocina-in-manhattan.html?rref=collection%2Fcollection%2Frestaurant-guide
232,Daniel,3 star,"July 23, 2013",Pete Wells,Upper East Side,French,https://www.nytimes.com/2013/07/24/dining/reviews/restaurant-review-daniel-on-the-upper-east-side.html,https://www.nytimes.com/2013/07/24/dining/reviews/restaurant-review-daniel-on-the-upper-east-side.html?rref=collection%2Fcollection%2Frestaurant-guide
233,Uncle Boons,2 star,"July 2, 2013",Pete Wells,Nolita,Thai,https://www.nytimes.com/2013/07/03/dining/reviews/restaurant-review-uncle-boons-in-nolita.html,https://www.nytimes.com/2013/07/03/dining/reviews/restaurant-review-uncle-boons-in-nolita.html?rref=collection%2Fcollection%2Frestaurant-guide
234,Lafayette,1 star,"June 25, 2013",Pete Wells,NoHo,French,https://www.nytimes.com/2013/06/26/dining/reviews/restaurant-review-lafayette-in-noho.html,https://www.nytimes.com/2013/06/26/dining/reviews/restaurant-review-lafayette-in-noho.html?rref=collection%2Fcollection%2Frestaurant-guide
235,Kajitsu,2 star,"June 18, 2013",Pete Wells,Murray Hill,"Japanese, Sushi",https://www.nytimes.com/2013/06/19/dining/reviews/restaurant-review-kajitsu-in-murray-hill.html,https://www.nytimes.com/2013/06/19/dining/reviews/restaurant-review-kajitsu-in-murray-hill.html?rref=collection%2Fcollection%2Frestaurant-guide
236,Casa Enrique,2 star,"June 13, 2013",Ligaya Mishan,Long Island City,Mexican,https://www.nytimes.com/2013/06/19/dining/reviews/hungry-city-casa-enrique-in-long-island-city-queens.html,https://www.nytimes.com/2013/06/19/dining/reviews/hungry-city-casa-enrique-in-long-island-city-queens.html?rref=collection%2Fcollection%2Frestaurant-guide
237,Montmartre ,2 star,"June 11, 2013",Pete Wells,Chelsea,"Asian, French",https://www.nytimes.com/2013/06/12/dining/reviews/restaurant-review-montmartre-in-chelsea.html,https://www.nytimes.com/2013/06/12/dining/reviews/restaurant-review-montmartre-in-chelsea.html?rref=collection%2Fcollection%2Frestaurant-guide
238,Carbone,3 star,"June 4, 2013",Pete Wells,Greenwich Village,"American, Italian",https://www.nytimes.com/2013/06/05/dining/reviews/restaurant-review-carbone-in-manhattan.html,https://www.nytimes.com/2013/06/05/dining/reviews/restaurant-review-carbone-in-manhattan.html?rref=collection%2Fcollection%2Frestaurant-guide
239,Taqueria Tlaxcalli,1 star,"May 28, 2013",Pete Wells,Parkchester,Mexican,https://www.nytimes.com/2013/05/29/dining/reviews/restaurant-review-salvation-taco-in-murray-hill-and-taqueria-tlaxcalli-in-the-bronx.html,https://www.nytimes.com/2013/05/29/dining/reviews/restaurant-review-salvation-taco-in-murray-hill-and-taqueria-tlaxcalli-in-the-bronx.html?rref=collection%2Fcollection%2Frestaurant-guide
240,Salvation Taco,0.75 star,"May 28, 2013",Pete Wells,Murray Hill,Mexican,https://www.nytimes.com/2013/05/29/dining/reviews/restaurant-review-salvation-taco-in-murray-hill-and-taqueria-tlaxcalli-in-the-bronx.html,https://www.nytimes.com/2013/05/29/dining/reviews/restaurant-review-salvation-taco-in-murray-hill-and-taqueria-tlaxcalli-in-the-bronx.html?rref=collection%2Fcollection%2Frestaurant-guide
241,Caravaggio,1 star,"May 14, 2013",Pete Wells,Upper East Side,Italian,https://www.nytimes.com/2013/05/15/dining/reviews/restaurant-review-caravaggio-on-the-italian-upper-east-side.html,https://www.nytimes.com/2013/05/15/dining/reviews/restaurant-review-caravaggio-on-the-italian-upper-east-side.html?rref=collection%2Fcollection%2Frestaurant-guide
242,Randazzo's Clam Bar,1 star,"April 23, 2013",Pete Wells,Sheepshead Bay,"Italian, Seafood",https://www.nytimes.com/2013/04/24/dining/reviews/restaurant-review-randazzos-clam-bar-in-sheepshead-bay.html,https://www.nytimes.com/2013/04/24/dining/reviews/restaurant-review-randazzos-clam-bar-in-sheepshead-bay.html?rref=collection%2Fcollection%2Frestaurant-guide
243,Hanjan,2 star,"April 2, 2013",Pete Wells,Midtown South,Korean,https://www.nytimes.com/2013/04/03/dining/reviews/restaurant-review-hanjan-in-manhattan.html,https://www.nytimes.com/2013/04/03/dining/reviews/restaurant-review-hanjan-in-manhattan.html?rref=collection%2Fcollection%2Frestaurant-guide
244,The Dining Room at the Modern,3 star,"March 26, 2013",Pete Wells,Midtown East,New American,https://www.nytimes.com/2013/03/27/dining/reviews/restaurant-review-the-dining-room-at-the-modern.html,https://www.nytimes.com/2013/03/27/dining/reviews/restaurant-review-the-dining-room-at-the-modern.html?rref=collection%2Fcollection%2Frestaurant-guide
245,Chez Sardine,1 star,"March 19, 2013",Pete Wells,West Village,"Asian, Japanese",https://www.nytimes.com/2013/03/20/dining/reviews/restaurant-review-chez-sardine-in-the-west-village.html,https://www.nytimes.com/2013/03/20/dining/reviews/restaurant-review-chez-sardine-in-the-west-village.html?rref=collection%2Fcollection%2Frestaurant-guide
246,Jeepney,2 star,"March 12, 2013",Pete Wells,East Village,Philippine,https://www.nytimes.com/2013/03/13/dining/reviews/restaurant-review-jeepney-in-the-east-village-pig-and-khao-on-the-lower-east-side.html,https://www.nytimes.com/2013/03/13/dining/reviews/restaurant-review-jeepney-in-the-east-village-pig-and-khao-on-the-lower-east-side.html?rref=collection%2Fcollection%2Frestaurant-guide
247,Pig and Khao,2 star,"March 12, 2013",Pete Wells,Lower East Side,Asian,https://www.nytimes.com/2013/03/13/dining/reviews/restaurant-review-jeepney-in-the-east-village-pig-and-khao-on-the-lower-east-side.html,https://www.nytimes.com/2013/03/13/dining/reviews/restaurant-review-jeepney-in-the-east-village-pig-and-khao-on-the-lower-east-side.html?rref=collection%2Fcollection%2Frestaurant-guide
248,Mighty Quinn's Barbeque,2 star,"March 5, 2013",Pete Wells,East Village,Barbecue,https://www.nytimes.com/2013/03/06/dining/reviews/restaurant-review-mighty-quinns-barbeque-in-the-east-village.html,https://www.nytimes.com/2013/03/06/dining/reviews/restaurant-review-mighty-quinns-barbeque-in-the-east-village.html?rref=collection%2Fcollection%2Frestaurant-guide
249,The Marrow,1 star,"Feb. 26, 2013",Pete Wells,West Village,"German, Italian",https://www.nytimes.com/2013/02/27/dining/reviews/restaurant-review-the-marrow-in-the-west-village.html,https://www.nytimes.com/2013/02/27/dining/reviews/restaurant-review-the-marrow-in-the-west-village.html?rref=collection%2Fcollection%2Frestaurant-guide
250,Lakruwana,1 star,"Jan. 29, 2013",Pete Wells,Stapleton,Indian,https://www.nytimes.com/2013/01/30/dining/reviews/restaurant-review-lakruwana-on-staten-island.html,https://www.nytimes.com/2013/01/30/dining/reviews/restaurant-review-lakruwana-on-staten-island.html?rref=collection%2Fcollection%2Frestaurant-guide
251,Krescendo,2 star,"Jan. 22, 2013",Pete Wells,Boerum Hill,"Italian, Pizza",https://www.nytimes.com/2013/01/23/dining/reviews/restaurant-review-krescendo-in-boerum-hill-brooklyn.html,https://www.nytimes.com/2013/01/23/dining/reviews/restaurant-review-krescendo-in-boerum-hill-brooklyn.html?rref=collection%2Fcollection%2Frestaurant-guide
252,El Toro Blanco,1 star,"Jan. 8, 2013",Pete Wells,West Village,Mexican,https://www.nytimes.com/2013/01/09/dining/reviews/restaurant-review-el-toro-blanco-in-the-west-village.html,https://www.nytimes.com/2013/01/09/dining/reviews/restaurant-review-el-toro-blanco-in-the-west-village.html?rref=collection%2Fcollection%2Frestaurant-guide
253,Thirty Acres,2 star,"Dec. 31, 2012",Pete Wells,NaN,American,https://www.nytimes.com/2013/01/02/dining/reviews/restaurant-review-thirty-acres-in-jersey-city.html,https://www.nytimes.com/2013/01/02/dining/reviews/restaurant-review-thirty-acres-in-jersey-city.html?rref=collection%2Fcollection%2Frestaurant-guide
254,Royal Seafood Restaurant,1 star,"Dec. 11, 2012",Pete Wells,Chinatown,Chinese,https://www.nytimes.com/2012/12/12/dining/reviews/restaurant-review-royal-seafood-restaurant-in-chinatown.html,https://www.nytimes.com/2012/12/12/dining/reviews/restaurant-review-royal-seafood-restaurant-in-chinatown.html?rref=collection%2Fcollection%2Frestaurant-guide
255,Moti Mahal Delux,2 star,"Dec. 4, 2012",Pete Wells,Upper East Side,Indian,https://www.nytimes.com/2012/12/05/dining/reviews/restaurant-review-moti-mahal-delux-in-manhattan.html,https://www.nytimes.com/2012/12/05/dining/reviews/restaurant-review-moti-mahal-delux-in-manhattan.html?rref=collection%2Fcollection%2Frestaurant-guide
256,Dirt Candy,2 star,"Nov. 27, 2012",Pete Wells,East Village,"American, Vegetarian",https://www.nytimes.com/2012/11/28/dining/reviews/restaurant-review-dirt-candy-in-the-east-village.html,https://www.nytimes.com/2012/11/28/dining/reviews/restaurant-review-dirt-candy-in-the-east-village.html?rref=collection%2Fcollection%2Frestaurant-guide
257,M. Wells Dinette,2 star,"Nov. 20, 2012",Pete Wells,Long Island City,French,https://www.nytimes.com/2012/11/21/dining/reviews/restaurant-review-m-wells-dinette-at-moma-ps1.html,https://www.nytimes.com/2012/11/21/dining/reviews/restaurant-review-m-wells-dinette-at-moma-ps1.html?rref=collection%2Fcollection%2Frestaurant-guide
258,Guy's American Kitchen & Bar,0.25 star,"Nov. 13, 2012",Pete Wells,Times Square Theatre District,American,https://www.nytimes.com/2012/11/14/dining/reviews/restaurant-review-guys-american-kitchen-bar-in-times-square.html,https://www.nytimes.com/2012/11/14/dining/reviews/restaurant-review-guys-american-kitchen-bar-in-times-square.html?rref=collection%2Fcollection%2Frestaurant-guide
259,'21' Club,0.75 star,"Oct. 23, 2012",Pete Wells,Midtown,American,https://www.nytimes.com/2012/10/24/dining/reviews/restaurant-review-21-club-in-manhattan.html,https://www.nytimes.com/2012/10/24/dining/reviews/restaurant-review-21-club-in-manhattan.html?rref=collection%2Fcollection%2Frestaurant-guide
260,Nougatine at Jean Georges,2 star,"Sept. 4, 2012",Pete Wells,Upper West Side,"American, French",https://www.nytimes.com/2012/09/05/dining/reviews/nougatine-at-jean-georges-in-manhattan.html,https://www.nytimes.com/2012/09/05/dining/reviews/nougatine-at-jean-georges-in-manhattan.html?rref=collection%2Fcollection%2Frestaurant-guide
261,Rosemary's ,1 star,"Aug. 28, 2012",Pete Wells,West Village,Italian,https://www.nytimes.com/2012/08/29/dining/reviews/rosemarys-in-greenwich-village.html,https://www.nytimes.com/2012/08/29/dining/reviews/rosemarys-in-greenwich-village.html?rref=collection%2Fcollection%2Frestaurant-guide
262,La Vara,2 star,"Aug. 21, 2012",Pete Wells,Cobble Hill,"Spanish, Tapas",https://www.nytimes.com/2012/08/22/dining/reviews/la-vara-in-cobble-hill-brooklyn-restaurant-review.html,https://www.nytimes.com/2012/08/22/dining/reviews/la-vara-in-cobble-hill-brooklyn-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
263,Biang!,1 star,"Aug. 14, 2012",Pete Wells,Flushing,Chinese,https://www.nytimes.com/2012/08/15/dining/reviews/biang-nyc-restaurant-review.html,https://www.nytimes.com/2012/08/15/dining/reviews/biang-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
264,Nicoletta,0.5 star,"Aug. 7, 2012",Pete Wells,East Village,"American, Italian, Pizza",https://www.nytimes.com/2012/08/08/dining/reviews/nicoletta-nyc-restaurant-review.html,https://www.nytimes.com/2012/08/08/dining/reviews/nicoletta-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
265,Reynard,1 star,"July 31, 2012",Pete Wells,Williamsburg,American,https://www.nytimes.com/2012/08/01/dining/reviews/reynard-in-williamsburg-brooklyn-restaurant-review.html,https://www.nytimes.com/2012/08/01/dining/reviews/reynard-in-williamsburg-brooklyn-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
266,Atera,3 star,"July 17, 2012",Pete Wells,TriBeCa,American,https://www.nytimes.com/2012/07/18/dining/reviews/atera-in-tribeca.html,https://www.nytimes.com/2012/07/18/dining/reviews/atera-in-tribeca.html?rref=collection%2Fcollection%2Frestaurant-guide
267,Almayass,1 star,"July 10, 2012",Pete Wells,Flatiron,Middle Eastern,https://www.nytimes.com/2012/07/11/dining/reviews/almayass-in-manhattan-restaurant-review.html,https://www.nytimes.com/2012/07/11/dining/reviews/almayass-in-manhattan-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
268,Hill Country Barbecue Market,2 star,"July 3, 2012",Pete Wells,Midtown South,Barbecue,https://www.nytimes.com/2012/07/04/dining/reviews/hill-country-barbecue-market-nyc-restaurant-review.html,https://www.nytimes.com/2012/07/04/dining/reviews/hill-country-barbecue-market-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide
269,The NoMad,3 star,"June 19, 2012",Pete Wells,NoMad,American,https://www.nytimes.com/2012/06/20/dining/reviews/the-nomad-in-new-york.html,https://www.nytimes.com/2012/06/20/dining/reviews/the-nomad-in-new-york.html?rref=collection%2Fcollection%2Frestaurant-guide
270,Hakkasan New York,1 star,"June 12, 2012",Pete Wells,Clinton,"Chinese, Dim Sum",https://www.nytimes.com/2012/06/13/dining/reviews/hakkasan-new-york-in-midtown.html,https://www.nytimes.com/2012/06/13/dining/reviews/hakkasan-new-york-in-midtown.html?rref=collection%2Fcollection%2Frestaurant-guide
271,Neta,2 star,"June 5, 2012",Pete Wells,Greenwich Village,"Japanese, Sushi",https://www.nytimes.com/2012/06/06/dining/reviews/restaurant-review-neta-in-greenwich-village.html,https://www.nytimes.com/2012/06/06/dining/reviews/restaurant-review-neta-in-greenwich-village.html?rref=collection%2Fcollection%2Frestaurant-guide
272,Le Bernardin,4 star,"May 22, 2012",Pete Wells,Midtown,French,https://www.nytimes.com/2012/05/23/dining/reviews/le-bernardin-in-midtown-manhattan.html,https://www.nytimes.com/2012/05/23/dining/reviews/le-bernardin-in-midtown-manhattan.html?rref=collection%2Fcollection%2Frestaurant-guide
273,Cafe China,2 star,"May 1, 2012",Pete Wells,Midtown South,Chinese,https://www.nytimes.com/2012/05/02/dining/reviews/cafe-china-in-midtown.html,https://www.nytimes.com/2012/05/02/dining/reviews/cafe-china-in-midtown.html?rref=collection%2Fcollection%2Frestaurant-guide
274,Alison Eighteen,1 star,"April 17, 2012",Pete Wells,Flatiron,American,https://www.nytimes.com/2012/04/18/dining/reviews/alison-eighteen-in-manhattan.html,https://www.nytimes.com/2012/04/18/dining/reviews/alison-eighteen-in-manhattan.html?rref=collection%2Fcollection%2Frestaurant-guide
